,country,continent,year,lifeExp,pop,gdpPercap,Two_Letter_Country_Code,iso_alpha,iso_num
8383,Philippines菲律賓,Asia,1950,46.3,22042398,1163,PH,PHL,608
8388,Philippines菲律賓,Asia,1955,49.9,24090239,1438,PH,PHL,608
8393,Philippines菲律賓,Asia,1960,53.4,28624036,1609,PH,PHL,608
8398,Philippines菲律賓,Asia,1965,55.7,33344066,1748,PH,PHL,608
8403,Philippines菲律賓,Asia,1970,57.4,38652725,1919,PH,PHL,608
8408,Philippines菲律賓,Asia,1975,59.3,44450634,2220,PH,PHL,608
8413,Philippines菲律賓,Asia,1980,61.3,50814449,2511,PH,PHL,608
8418,Philippines菲律賓,Asia,1985,63.3,57393382,2355,PH,PHL,608
8423,Philippines菲律賓,Asia,1990,65.5,64318575,2243,PH,PHL,608
8428,Philippines菲律賓,Asia,1995,67.7,71882099,2434,PH,PHL,608
8433,Philippines菲律賓,Asia,2000,69.6,79802248,2605,PH,PHL,608
8438,Philippines菲律賓,Asia,2005,71.1,87844407,2975,PH,PHL,608
8443,Philippines菲律賓,Asia,2010,69.8,93966780,3227,PH,PHL,608
8448,Philippines菲律賓,Asia,2015,70.6,102113212,3289,PH,PHL,608
8453,Philippines菲律賓,Asia,2020,71.4,109581078,3000,PH,PHL,608
8458,Philippines菲律賓,Asia,2025,72.1,116639502,3720,PH,PHL,608
8463,Philippines菲律賓,Asia,2030,72.8,123697925,4420,PH,PHL,608
8466,Poland波蘭,Europe,1950,59.5,25334258,3747,PL,POL,616
8471,Poland波蘭,Europe,1955,64.0,26930616,4452,PL,POL,616
8476,Poland波蘭,Europe,1960,66.9,29491909,5097,PL,POL,616
8481,Poland波蘭,Europe,1965,68.8,31203074,6070,PL,POL,616
8486,Poland波蘭,Europe,1970,70.4,32537878,7427,PL,POL,616
8491,Poland波蘭,Europe,1975,70.7,33988570,8907,PL,POL,616
8496,Poland波蘭,Europe,1980,71.1,35584930,8874,PL,POL,616
8501,Poland波蘭,Europe,1985,71.1,37135378,8830,PL,POL,616
8506,Poland波蘭,Europe,1990,71.0,38118702,8276,PL,POL,616
8511,Poland波蘭,Europe,1995,72.1,38541253,9191,PL,POL,616
8516,Poland波蘭,Europe,2000,73.9,38637568,11265,PL,POL,616
8521,Poland波蘭,Europe,2005,75.2,38561335,14035,PL,POL,616
8526,Poland波蘭,Europe,2010,76.3,38329781,15889,PL,POL,616
8531,Poland波蘭,Europe,2015,77.5,38034079,16721,PL,POL,616
8536,Poland波蘭,Europe,2020,77.3,37846611,15500,PL,POL,616
8541,Poland波蘭,Europe,2025,76.5,37395587,19500,PL,POL,616
8546,Poland波蘭,Europe,2030,75.8,36944563,24000,PL,POL,616
8549,Portugal葡萄牙,Europe,1950,59.1,8129757,2786,PT,PRT,620
8554,Portugal葡萄牙,Europe,1955,60.8,8840837,3492,PT,PRT,620
8559,Portugal葡萄牙,Europe,1960,63.2,8938940,4347,PT,PRT,620
8564,Portugal葡萄牙,Europe,1965,65.7,9069720,5708,PT,PRT,620
8569,Portugal葡萄牙,Europe,1970,68.2,9023470,7958,PT,PRT,620
8574,Portugal葡萄牙,Europe,1975,70.0,9385740,9712,PT,PRT,620
8579,Portugal葡萄牙,Europe,1980,71.8,9780830,11121,PT,PRT,620
8584,Portugal葡萄牙,Europe,1985,73.5,9893033,12525,PT,PRT,620
8589,Portugal葡萄牙,Europe,1990,74.5,9922724,14940,PT,PRT,620
8594,Portugal葡萄牙,Europe,1995,75.5,10064921,17068,PT,PRT,620
8599,Portugal葡萄牙,Europe,2000,76.8,10322886,19039,PT,PRT,620
8604,Portugal葡萄牙,Europe,2005,77.8,10559248,20294,PT,PRT,620
8609,Portugal葡萄牙,Europe,2010,79.0,10596058,21530,PT,PRT,620
8614,Portugal葡萄牙,Europe,2015,81.1,10368351,23230,PT,PRT,620
8619,Portugal葡萄牙,Europe,2020,81.1,10196709,25100,PT,PRT,620
8624,Portugal葡萄牙,Europe,2025,80.6,10054694,28500,PT,PRT,620
8629,Portugal葡萄牙,Europe,2030,80.1,9912679,32000,PT,PRT,620
8632,Puerto Rico波多黎各,Americas,1950,62.6,1830707,2752,PR,PRI,630
8637,Puerto Rico波多黎各,Americas,1955,66.8,2438347,3577,PR,PRI,630
8642,Puerto Rico波多黎各,Americas,1960,69.2,2372828,4628,PR,PRI,630
8647,Puerto Rico波多黎各,Americas,1965,70.5,2568595,6201,PR,PRI,630
8652,Puerto Rico波多黎各,Americas,1970,71.7,2767864,8246,PR,PRI,630
8657,Puerto Rico波多黎各,Americas,1975,72.9,2987350,9512,PR,PRI,630
8662,Puerto Rico波多黎各,Americas,1980,73.6,3199732,10107,PR,PRI,630
8667,Puerto Rico波多黎各,Americas,1985,74.3,3378281,11501,PR,PRI,630
8672,Puerto Rico波多黎各,Americas,1990,74.2,3528893,13697,PR,PRI,630
8677,Puerto Rico波多黎各,Americas,1995,74.5,3689728,16056,PR,PRI,630
8682,Puerto Rico波多黎各,Americas,2000,76.6,3819536,18113,PR,PRI,630
8687,Puerto Rico波多黎各,Americas,2005,78.4,3909337,19139,PR,PRI,630
8692,Puerto Rico波多黎各,Americas,2010,78.4,3579841,21418,PR,PRI,630
8697,Puerto Rico波多黎各,Americas,2015,79.4,3381518,24899,PR,PRI,630
8702,Puerto Rico波多黎各,Americas,2020,80.1,2860853,27100,PR,PRI,630
8707,Puerto Rico波多黎各,Americas,2025,80.8,2883103,28300,PR,PRI,630
8712,Puerto Rico波多黎各,Americas,2030,81.5,2905352,29300,PR,PRI,630
8715,Reunion留尼旺,Africa,1950,51.8,237300,2699,RE,REU,638
8720,Reunion留尼旺,Africa,1955,54.1,288300,2749,RE,REU,638
8725,Reunion留尼旺,Africa,1960,56.6,338820,3012,RE,REU,638
8730,Reunion留尼旺,Africa,1965,59.4,391974,3682,RE,REU,638
8735,Reunion留尼旺,Africa,1970,62.8,442589,4637,RE,REU,638
8740,Reunion留尼旺,Africa,1975,66.0,479910,4611,RE,REU,638
8745,Reunion留尼旺,Africa,1980,68.8,507524,4888,RE,REU,638
8750,Reunion留尼旺,Africa,1985,71.1,544345,5289,RE,REU,638
8755,Reunion留尼旺,Africa,1990,72.9,598129,5782,RE,REU,638
8760,Reunion留尼旺,Africa,1995,74.3,659762,6084,RE,REU,638
8765,Reunion留尼旺,Africa,2000,75.4,720313,6218,RE,REU,638
8770,Reunion留尼旺,Africa,2005,76.2,776449,16627,RE,REU,638
8775,Reunion留尼旺,Africa,2010,76.7,830519,26131,RE,REU,638
8780,Reunion留尼旺,Africa,2015,77.0,863363,30514,RE,REU,638
8785,Reunion留尼旺,Africa,2020,77.3,895312,35855,RE,REU,638
8790,Reunion留尼旺,Africa,2025,77.7,925059,36447,RE,REU,638
8795,Reunion留尼旺,Africa,2030,78.0,954806,37022,RE,REU,638
8798,Romania羅馬尼亞,Europe,1950,59.8,16609600,2825,RO,ROU,642
8803,Romania羅馬尼亞,Europe,1955,62.9,17119931,3624,RO,ROU,642
8808,Romania羅馬尼亞,Europe,1960,65.7,18340163,4418,RO,ROU,642
8813,Romania羅馬尼亞,Europe,1965,66.8,19043177,5777,RO,ROU,642
8818,Romania羅馬尼亞,Europe,1970,68.3,20111514,7395,RO,ROU,642
8823,Romania羅馬尼亞,Europe,1975,69.4,21260217,8818,RO,ROU,642
8828,Romania羅馬尼亞,Europe,1980,69.6,22077474,9506,RO,ROU,642
8833,Romania羅馬尼亞,Europe,1985,69.6,22554513,9660,RO,ROU,642
8838,Romania羅馬尼亞,Europe,1990,69.4,22752765,7838,RO,ROU,642
8843,Romania羅馬尼亞,Europe,1995,69.6,22656286,7047,RO,ROU,642
8848,Romania羅馬尼亞,Europe,2000,70.7,22467585,7670,RO,ROU,642
8853,Romania羅馬尼亞,Europe,2005,72.0,22327368,9639,RO,ROU,642
8858,Romania羅馬尼亞,Europe,2010,73.5,20471864,11139,RO,ROU,642
8863,Romania羅馬尼亞,Europe,2015,74.9,19925175,11690,RO,ROU,642
8868,Romania羅馬尼亞,Europe,2020,75.5,19237691,10000,RO,ROU,642
8873,Romania羅馬尼亞,Europe,2025,75.7,18771896,13100,RO,ROU,642
8878,Romania羅馬尼亞,Europe,2030,75.9,18306101,14600,RO,ROU,642
8881,Rwanda盧安達,Africa,1950,39.4,2514527,475,RW,RWA,646
8886,Rwanda盧安達,Africa,1955,40.9,2659989,522,RW,RWA,646
8891,Rwanda盧安達,Africa,1960,43.1,3199480,523,RW,RWA,646
8896,Rwanda盧安達,Africa,1965,44.4,3775704,559,RW,RWA,646
8901,Rwanda盧安達,Africa,1970,44.8,4391092,638,RW,RWA,646
8906,Rwanda盧安達,Africa,1975,45.7,5167368,797,RW,RWA,646
8911,Rwanda盧安達,Africa,1980,44.9,6012645,861,RW,RWA,646
8916,Rwanda盧安達,Africa,1985,31.8,6913868,781,RW,RWA,646
8921,Rwanda盧安達,Africa,1990,31.1,7243631,649,RW,RWA,646
8926,Rwanda盧安達,Africa,1995,40.5,7596474,707,RW,RWA,646
8931,Rwanda盧安達,Africa,2000,45.1,8457313,832,RW,RWA,646
8936,Rwanda盧安達,Africa,2005,46.2,8860588,863,RW,RWA,646
8941,Rwanda盧安達,Africa,2010,63.4,10039338,873,RW,RWA,646
8946,Rwanda盧安達,Africa,2015,67.5,11369071,891,RW,RWA,646
8951,Rwanda盧安達,Africa,2020,69.4,12952218,750,RW,RWA,646
8956,Rwanda盧安達,Africa,2025,71.2,14593303,1265,RW,RWA,646
8961,Rwanda盧安達,Africa,2030,73.0,16234387,1790,RW,RWA,646
8964,Sao Tome and Principe聖多美普林西比(聖普),Africa,1950,45.5,39611,887,ST,STP,678
8969,Sao Tome and Principe聖多美普林西比(聖普),Africa,1955,48.0,70737,868,ST,STP,678
8974,Sao Tome and Principe聖多美普林西比(聖普),Africa,1960,50.7,63737,987,ST,STP,678
8979,Sao Tome and Principe聖多美普林西比(聖普),Africa,1965,53.4,68610,1260,ST,STP,678
8984,Sao Tome and Principe聖多美普林西比(聖普),Africa,1970,55.7,74272,1474,ST,STP,678
8989,Sao Tome and Principe聖多美普林西比(聖普),Africa,1975,57.7,82716,1656,ST,STP,678
8994,Sao Tome and Principe聖多美普林西比(聖普),Africa,1980,59.6,93874,1829,ST,STP,678
8999,Sao Tome and Principe聖多美普林西比(聖普),Africa,1985,61.2,105924,1666,ST,STP,678
9004,Sao Tome and Principe聖多美普林西比(聖普),Africa,1990,62.3,119871,1464,ST,STP,678
9009,Sao Tome and Principe聖多美普林西比(聖普),Africa,1995,63.1,137729,1375,ST,STP,678
9014,Sao Tome and Principe聖多美普林西比(聖普),Africa,2000,63.9,160466,1347,ST,STP,678
9019,Sao Tome and Principe聖多美普林西比(聖普),Africa,2005,65.1,187896,1500,ST,STP,678
9024,Sao Tome and Principe聖多美普林西比(聖普),Africa,2010,67.4,180371,1525,ST,STP,678
9029,Sao Tome and Principe聖多美普林西比(聖普),Africa,2015,69.4,199432,1402,ST,STP,678
9034,Sao Tome and Principe聖多美普林西比(聖普),Africa,2020,70.6,219159,1165,ST,STP,678
9039,Sao Tome and Principe聖多美普林西比(聖普),Africa,2025,71.8,243702,1530,ST,STP,678
9044,Sao Tome and Principe聖多美普林西比(聖普),Africa,2030,73.0,268244,1880,ST,STP,678
9047,Saudi Arabia沙烏地阿拉伯,Asia,1950,38.7,3985277,5780,SA,SAU,682
9052,Saudi Arabia沙烏地阿拉伯,Asia,1955,41.7,4181466,7478,SA,SAU,682
9057,Saudi Arabia沙烏地阿拉伯,Asia,1960,44.7,4733677,10239,SA,SAU,682
9062,Saudi Arabia沙烏地阿拉伯,Asia,1965,48.3,5348130,14792,SA,SAU,682
9067,Saudi Arabia沙烏地阿拉伯,Asia,1970,52.3,6130933,21664,SA,SAU,682
9072,Saudi Arabia沙烏地阿拉伯,Asia,1975,56.8,7466205,30436,SA,SAU,682
9077,Saudi Arabia沙烏地阿拉伯,Asia,1980,61.3,10004205,33883,SA,SAU,682
9082,Saudi Arabia沙烏地阿拉伯,Asia,1985,65.0,13273716,26196,SA,SAU,682
9087,Saudi Arabia沙烏地阿拉伯,Asia,1990,67.8,16015412,23384,SA,SAU,682
9092,Saudi Arabia沙烏地阿拉伯,Asia,1995,69.8,19516198,22289,SA,SAU,682
9097,Saudi Arabia沙烏地阿拉伯,Asia,2000,71.2,23192822,19643,SA,SAU,682
9102,Saudi Arabia沙烏地阿拉伯,Asia,2005,72.3,26361235,20599,SA,SAU,682
9107,Saudi Arabia沙烏地阿拉伯,Asia,2010,73.9,27421461,21377,SA,SAU,682
9112,Saudi Arabia沙烏地阿拉伯,Asia,2015,74.7,31717667,20913,SA,SAU,682
9117,Saudi Arabia沙烏地阿拉伯,Asia,2020,75.3,34813871,20490,SA,SAU,682
9122,Saudi Arabia沙烏地阿拉伯,Asia,2025,75.9,37068105,21662,SA,SAU,682
9127,Saudi Arabia沙烏地阿拉伯,Asia,2030,76.5,39322338,22287,SA,SAU,682
9130,Senegal塞內加爾,Africa,1950,36.5,2735189,1403,SN,SEN,686
9135,Senegal塞內加爾,Africa,1955,38.5,2885372,1521,SN,SEN,686
9140,Senegal塞內加爾,Africa,1960,40.6,3279965,1620,SN,SEN,686
9145,Senegal塞內加爾,Africa,1965,42.7,3751602,1629,SN,SEN,686
9150,Senegal塞內加爾,Africa,1970,44.9,4339554,1604,SN,SEN,686
9155,Senegal塞內加爾,Africa,1975,47.7,4991991,1576,SN,SEN,686
9160,Senegal塞內加爾,Africa,1980,51.0,5793012,1536,SN,SEN,686
9165,Senegal塞內加爾,Africa,1985,54.4,6761921,1472,SN,SEN,686
9170,Senegal塞內加爾,Africa,1990,57.2,7853291,1397,SN,SEN,686
9175,Senegal塞內加爾,Africa,1995,59.4,9044356,1383,SN,SEN,686
9180,Senegal塞內加爾,Africa,2000,61.0,10336148,1469,SN,SEN,686
9185,Senegal塞內加爾,Africa,2005,62.5,11708511,1635,SN,SEN,686
9190,Senegal塞內加爾,Africa,2010,64.3,12678148,1680,SN,SEN,686
9195,Senegal塞內加爾,Africa,2015,66.8,14578459,1627,SN,SEN,686
9200,Senegal塞內加爾,Africa,2020,68.2,16743927,1430,SN,SEN,686
9205,Senegal塞內加爾,Africa,2025,69.7,19147694,2180,SN,SEN,686
9210,Senegal塞內加爾,Africa,2030,71.1,21551460,2955,SN,SEN,686
9213,Serbia塞爾維亞,Europe,1950,56.5,6839747,3022,RS,SRB,688
9218,Serbia塞爾維亞,Europe,1955,60.2,7034742,4421,RS,SRB,688
9223,Serbia塞爾維亞,Europe,1960,63.4,7478090,5766,RS,SRB,688
9228,Serbia塞爾維亞,Europe,1965,66.0,7829157,7311,RS,SRB,688
9233,Serbia塞爾維亞,Europe,1970,68.0,8176462,9510,RS,SRB,688
9238,Serbia塞爾維亞,Europe,1975,69.7,8537135,11997,RS,SRB,688
9243,Serbia塞爾維亞,Europe,1980,70.2,8894241,14301,RS,SRB,688
9248,Serbia塞爾維亞,Europe,1985,70.8,9151599,15595,RS,SRB,688
9253,Serbia塞爾維亞,Europe,1990,71.5,9588151,11943,RS,SRB,688
9258,Serbia塞爾維亞,Europe,1995,72.0,10132515,8479,RS,SRB,688
9263,Serbia塞爾維亞,Europe,2000,72.8,10201573,7507,RS,SRB,688
9268,Serbia塞爾維亞,Europe,2005,73.7,10134783,8766,RS,SRB,688
9273,Serbia塞爾維亞,Europe,2010,74.3,8991254,9143,RS,SRB,688
9278,Serbia塞爾維亞,Europe,2015,75.3,8876777,8071,RS,SRB,688
9283,Serbia塞爾維亞,Europe,2020,76.6,8737371,6900,RS,SRB,688
9288,Serbia塞爾維亞,Europe,2025,78.4,8493901,7700,RS,SRB,688
9293,Serbia塞爾維亞,Europe,2030,80.1,8250431,8450,RS,SRB,688
9296,Sierra Leone獅子山,Africa,1950,29.8,2122849,830,SL,SLE,694
9301,Sierra Leone獅子山,Africa,1955,31.1,2214421,955,SL,SLE,694
9306,Sierra Leone獅子山,Africa,1960,32.3,2399008,1072,SL,SLE,694
9311,Sierra Leone獅子山,Africa,1965,33.6,2584472,1170,SL,SLE,694
9316,Sierra Leone獅子山,Africa,1970,34.9,2792284,1295,SL,SLE,694
9321,Sierra Leone獅子山,Africa,1975,36.2,3036143,1350,SL,SLE,694
9326,Sierra Leone獅子山,Africa,1980,37.8,3335072,1418,SL,SLE,694
9331,Sierra Leone獅子山,Africa,1985,39.4,3707152,1363,SL,SLE,694
9336,Sierra Leone獅子山,Africa,1990,39.0,4104092,1159,SL,SLE,694
9341,Sierra Leone獅子山,Africa,1995,39.3,4451281,772,SL,SLE,694
9346,Sierra Leone獅子山,Africa,2000,40.6,5046740,650,SL,SLE,694
9351,Sierra Leone獅子山,Africa,2005,42.0,5830374,797,SL,SLE,694
9356,Sierra Leone獅子山,Africa,2010,49.4,6415634,769,SL,SLE,694
9361,Sierra Leone獅子山,Africa,2015,52.9,7171914,613,SL,SLE,694
9366,Sierra Leone獅子山,Africa,2020,55.1,7976983,400,SL,SLE,694
9371,Sierra Leone獅子山,Africa,2025,57.2,8812837,765,SL,SLE,694
9376,Sierra Leone獅子山,Africa,2030,59.3,9648691,1140,SL,SLE,694
9379,Singapore新加坡,Asia,1950,59.3,1106600,2104,SG,SGP,702
9384,Singapore新加坡,Asia,1955,62.1,1264772,2632,SG,SGP,702
9389,Singapore新加坡,Asia,1960,64.8,1628492,3342,SG,SGP,702
9394,Singapore新加坡,Asia,1965,67.1,1886640,4456,SG,SGP,702
9399,Singapore新加坡,Asia,1970,68.9,2082480,7150,SG,SGP,702
9404,Singapore新加坡,Asia,1975,70.3,2256140,10165,SG,SGP,702
9409,Singapore新加坡,Asia,1980,71.4,2521241,13586,SG,SGP,702
9414,Singapore新加坡,Asia,1985,72.8,2737479,17385,SG,SGP,702
9419,Singapore新加坡,Asia,1990,74.9,3059340,22407,SG,SGP,702
9424,Singapore新加坡,Asia,1995,76.6,3575731,30020,SG,SGP,702
9429,Singapore新加坡,Asia,2000,78.1,4039589,35022,SG,SGP,702
9434,Singapore新加坡,Asia,2005,79.5,4410916,42695,SG,SGP,702
9439,Singapore新加坡,Asia,2010,81.5,5131172,50065,SG,SGP,702
9444,Singapore新加坡,Asia,2015,82.7,5592152,54934,SG,SGP,702
9449,Singapore新加坡,Asia,2020,83.3,5850342,58500,SG,SGP,702
9454,Singapore新加坡,Asia,2025,83.5,6056404,65500,SG,SGP,702
9459,Singapore新加坡,Asia,2030,83.8,6262466,73000,SG,SGP,702
9462,Slovak Republic斯洛伐克,Europe,1950,63.1,3537737,4667,SK,SVK,703
9467,Slovak Republic斯洛伐克,Europe,1955,66.2,3682793,5686,SK,SVK,703
9472,Slovak Republic斯洛伐克,Europe,1960,69.2,4080141,6926,SK,SVK,703
9477,Slovak Republic斯洛伐克,Europe,1965,70.7,4360296,8040,SK,SVK,703
9482,Slovak Republic斯洛伐克,Europe,1970,70.6,4532955,9170,SK,SVK,703
9487,Slovak Republic斯洛伐克,Europe,1975,70.4,4734055,10423,SK,SVK,703
9492,Slovak Republic斯洛伐克,Europe,1980,70.7,4959947,11178,SK,SVK,703
9497,Slovak Republic斯洛伐克,Europe,1985,71.0,5138808,11762,SK,SVK,703
9502,Slovak Republic斯洛伐克,Europe,1990,71.3,5261460,10514,SK,SVK,703
9507,Slovak Republic斯洛伐克,Europe,1995,72.2,5350961,11075,SK,SVK,703
9512,Slovak Republic斯洛伐克,Europe,2000,73.4,5399235,13034,SK,SVK,703
9517,Slovak Republic斯洛伐克,Europe,2005,74.3,5432522,16662,SK,SVK,703
9522,Slovak Republic斯洛伐克,Europe,2010,75.1,5404294,19269,SK,SVK,703
9527,Slovak Republic斯洛伐克,Europe,2015,76.6,5435611,20252,SK,SVK,703
9532,Slovak Republic斯洛伐克,Europe,2020,77.5,5459642,19300,SK,SVK,703
9537,Slovak Republic斯洛伐克,Europe,2025,78.0,5431521,22900,SK,SVK,703
9542,Slovak Republic斯洛伐克,Europe,2030,78.5,5403400,25900,SK,SVK,703
9545,Slovenia斯洛維尼亞,Europe,1950,64.7,1469118,3556,SI,SVN,705
9550,Slovenia斯洛維尼亞,Europe,1955,66.9,1517139,5203,SI,SVN,705
9555,Slovenia斯洛維尼亞,Europe,1960,68.6,1563005,6786,SI,SVN,705
9560,Slovenia斯洛維尼亞,Europe,1965,69.2,1621332,8604,SI,SVN,705
9565,Slovenia斯洛維尼亞,Europe,1970,69.6,1675471,11192,SI,SVN,705
9570,Slovenia斯洛維尼亞,Europe,1975,70.5,1725955,14120,SI,SVN,705
9575,Slovenia斯洛維尼亞,Europe,1980,71.0,1815519,16831,SI,SVN,705
9580,Slovenia斯洛維尼亞,Europe,1985,71.8,1912023,18354,SI,SVN,705
9585,Slovenia斯洛維尼亞,Europe,1990,73.1,1977874,16000,SI,SVN,705
9590,Slovenia斯洛維尼亞,Europe,1995,74.5,2006651,15983,SI,SVN,705
9595,Slovenia斯洛維尼亞,Europe,2000,76.1,2011543,19260,SI,SVN,705
9600,Slovenia斯洛維尼亞,Europe,2005,77.4,2010146,23725,SI,SVN,705
9605,Slovenia斯洛維尼亞,Europe,2010,79.4,2043337,26114,SI,SVN,705
9610,Slovenia斯洛維尼亞,Europe,2015,80.8,2071199,26691,SI,SVN,705
9615,Slovenia斯洛維尼亞,Europe,2020,82.1,2078938,25000,SI,SVN,705
9620,Slovenia斯洛維尼亞,Europe,2025,83.8,2067566,30000,SI,SVN,705
9625,Slovenia斯洛維尼亞,Europe,2030,85.6,2056193,35000,SI,SVN,705
9628,Somalia索馬利亞,Africa,1950,32.2,2506594,1087,SO,SOM,706
9633,Somalia索馬利亞,Africa,1955,34.2,2638562,1209,SO,SOM,706
9638,Somalia索馬利亞,Africa,1960,36.2,2960258,1325,SO,SOM,706
9643,Somalia索馬利亞,Africa,1965,38.2,3289365,1319,SO,SOM,706
9648,Somalia索馬利亞,Africa,1970,40.2,3675632,1267,SO,SOM,706
9653,Somalia索馬利亞,Africa,1975,41.6,4148264,1372,SO,SOM,706
9658,Somalia索馬利亞,Africa,1980,42.6,5238802,1286,SO,SOM,706
9663,Somalia索馬利亞,Africa,1985,43.9,6484672,1127,SO,SOM,706
9668,Somalia索馬利亞,Africa,1990,41.6,6428623,993,SO,SOM,706
9673,Somalia索馬利亞,Africa,1995,42.1,6420028,929,SO,SOM,706
9678,Somalia索馬利亞,Africa,2000,45.1,7305392,901,SO,SOM,706
9683,Somalia索馬利亞,Africa,2005,47.3,8572588,909,SO,SOM,706
9688,Somalia索馬利亞,Africa,2010,54.3,12043883,1025,SO,SOM,706
9693,Somalia索馬利亞,Africa,2015,55.9,13797201,1189,SO,SOM,706
9698,Somalia索馬利亞,Africa,2020,57.8,15893222,1369,SO,SOM,706
9703,Somalia索馬利亞,Africa,2025,59.6,18542130,1630,SO,SOM,706
9708,Somalia索馬利亞,Africa,2030,61.4,21191037,1893,SO,SOM,706
9711,Somaliland索馬里蘭,Africa,1950,43.8,14244535,4421,SO,SOM,706
9716,Somaliland索馬里蘭,Africa,1955,46.8,15029781,5182,SO,SOM,706
9721,Somaliland索馬里蘭,Africa,1960,49.2,17474614,5656,SO,SOM,706
9726,Somaliland索馬里蘭,Africa,1965,51.1,19941055,6576,SO,SOM,706
9731,Somaliland索馬里蘭,Africa,1970,53.0,22760414,7505,SO,SOM,706
9736,Somaliland索馬里蘭,Africa,1975,54.8,25852283,7924,SO,SOM,706
9741,Somaliland索馬里蘭,Africa,1980,57.1,29535990,8352,SO,SOM,706
9746,Somaliland索馬里蘭,Africa,1985,59.8,34016039,8123,SO,SOM,706
9751,Somaliland索馬里蘭,Africa,1990,61.5,38351847,7465,SO,SOM,706
9756,Somaliland索馬里蘭,Africa,1995,60.9,1688263,8267,SO,SOM,706
9761,Somaliland索馬里蘭,Africa,2000,56.1,1957160,9584,SO,SOM,706
9766,Somaliland索馬里蘭,Africa,2005,51.0,2268885,11110,SO,SOM,706
9771,Somaliland索馬里蘭,Africa,2010,57.7,2630259,12880,SO,SOM,706
9776,Somaliland索馬里蘭,Africa,2015,62.7,3049191,14931,SO,SOM,706
9781,Somaliland索馬里蘭,Africa,2020,64.5,3534848,17309,SO,SOM,706
9786,Somaliland索馬里蘭,Africa,2025,66.1,4097858,20066,SO,SOM,706
9791,Somaliland索馬里蘭,Africa,2030,67.7,4750540,23262,SO,SOM,706
9794,South Africa南非,Africa,1950,43.8,14244535,4421,ZA,ZAF,710
9799,South Africa南非,Africa,1955,46.8,15029781,5182,ZA,ZAF,710
9804,South Africa南非,Africa,1960,49.2,17474614,5656,ZA,ZAF,710
9809,South Africa南非,Africa,1965,51.1,19941055,6576,ZA,ZAF,710
9814,South Africa南非,Africa,1970,53.0,22760414,7505,ZA,ZAF,710
9819,South Africa南非,Africa,1975,54.8,25852283,7924,ZA,ZAF,710
9824,South Africa南非,Africa,1980,57.1,29535990,8352,ZA,ZAF,710
9829,South Africa南非,Africa,1985,59.8,34016039,8123,ZA,ZAF,710
9834,South Africa南非,Africa,1990,61.5,38351847,7465,ZA,ZAF,710
9839,South Africa南非,Africa,1995,60.9,41686667,7378,ZA,ZAF,710
9844,South Africa南非,Africa,2000,56.1,43794175,7618,ZA,ZAF,710
9849,South Africa南非,Africa,2005,51.0,44172146,8646,ZA,ZAF,710
9854,South Africa南非,Africa,2010,57.7,51216964,8789,ZA,ZAF,710
9859,South Africa南非,Africa,2015,62.7,55386367,7987,ZA,ZAF,710
9864,South Africa南非,Africa,2020,64.5,59308690,7180,ZA,ZAF,710
9869,South Africa南非,Africa,2025,66.1,62632386,7560,ZA,ZAF,710
9874,South Africa南非,Africa,2030,67.7,65956081,8160,ZA,ZAF,710
9877,Spain西班牙,Europe,1950,64.3,28529470,3542,ES,ESP,724
9882,Spain西班牙,Europe,1955,66.0,29076768,4272,ES,ESP,724
9887,Spain西班牙,Europe,1960,68.5,30631482,5242,ES,ESP,724
9892,Spain西班牙,Europe,1965,70.7,32173389,7074,ES,ESP,724
9897,Spain西班牙,Europe,1970,72.4,33848007,9581,ES,ESP,724
9902,Spain西班牙,Europe,1975,73.9,35668664,12198,ES,ESP,724
9907,Spain西班牙,Europe,1980,75.5,37365586,13650,ES,ESP,724
9912,Spain西班牙,Europe,1985,76.7,38521745,15029,ES,ESP,724
9917,Spain西班牙,Europe,1990,77.3,39281944,17468,ES,ESP,724
9922,Spain西班牙,Europe,1995,78.3,39733040,19708,ES,ESP,724
9927,Spain西班牙,Europe,2000,79.4,40033687,23079,ES,ESP,724
9932,Spain西班牙,Europe,2005,80.5,40329921,27227,ES,ESP,724
9937,Spain西班牙,Europe,2010,81.6,46931015,29953,ES,ESP,724
9942,Spain西班牙,Europe,2015,82.8,46671926,31840,ES,ESP,724
9947,Spain西班牙,Europe,2020,83.7,46754778,31100,ES,ESP,724
9952,Spain西班牙,Europe,2025,84.5,46492459,35600,ES,ESP,724
9957,Spain西班牙,Europe,2030,85.2,46230140,40100,ES,ESP,724
9960,Sri Lanka斯里蘭卡,Asia,1950,56.1,7961942,1088,LK,LKA,144
9965,Sri Lanka斯里蘭卡,Asia,1955,59.9,8451024,1077,LK,LKA,144
9970,Sri Lanka斯里蘭卡,Asia,1960,61.9,9904580,1074,LK,LKA,144
9975,Sri Lanka斯里蘭卡,Asia,1965,63.4,11211212,1111,LK,LKA,144
9980,Sri Lanka斯里蘭卡,Asia,1970,64.7,12504998,1182,LK,LKA,144
9985,Sri Lanka斯里蘭卡,Asia,1975,65.6,13676795,1295,LK,LKA,144
9990,Sri Lanka斯里蘭卡,Asia,1980,67.6,14892825,1528,LK,LKA,144
9995,Sri Lanka斯里蘭卡,Asia,1985,68.9,16061243,1785,LK,LKA,144
10000,Sri Lanka斯里蘭卡,Asia,1990,69.8,17150358,2043,LK,LKA,144
